fpr,tpr,threshold
0.1894150417827298,0.6028368794326241,0.5844107775488219
0.1894150417827298,0.6063829787234043,0.5827678571471441
0.19220055710306408,0.6063829787234043,0.582395454774069
0.19220055710306408,0.6099290780141844,0.582224631906094
0.1935933147632312,0.6099290780141844,0.5806258354379187
0.1935933147632312,0.6134751773049646,0.5804557324923647
0.19637883008356546,0.6134751773049646,0.5791526241444569
0.19637883008356546,0.6170212765957447,0.5785579726671889
0.2075208913649025,0.6170212765957447,0.575506458714975
0.2075208913649025,0.6205673758865248,0.5745558336993309
0.20891364902506965,0.6205673758865248,0.5739016166471125
0.20891364902506965,0.6276595744680851,0.5734634537497226
0.22284122562674094,0.6276595744680851,0.5675298062500406
0.22284122562674094,0.6312056737588653,0.5665196699411263
0.22841225626740946,0.6312056737588653,0.5620761193480907
0.22841225626740946,0.6347517730496454,0.5618927488908353
0.23259052924791088,0.6347517730496454,0.5589403897896202
0.23259052924791088,0.6382978723404256,0.5582756583858548
0.2381615598885794,0.6382978723404256,0.5552350212534749
0.2381615598885794,0.6418439716312057,0.5551335489289873
0.24094707520891365,0.6418439716312057,0.5549533932207993
0.24094707520891365,0.6453900709219859,0.5548024861707157
0.24512534818941503,0.6453900709219859,0.5530691960893814
0.24512534818941503,0.648936170212766,0.5528724642646891
0.26323119777158777,0.648936170212766,0.5402663213444857
0.26323119777158777,0.6595744680851063,0.5386227345378569
0.27158774373259054,0.6595744680851063,0.5316787268078846
0.27158774373259054,0.6631205673758865,0.5316540439029205
0.2743732590529248,0.6631205673758865,0.5291077848633591
0.2743732590529248,0.6702127659574468,0.5268118438843417
0.28133704735376047,0.6702127659574468,0.5228792627346229
0.28133704735376047,0.6737588652482269,0.5226729962678898
0.2827298050139276,0.6737588652482269,0.5222114407152375
0.2827298050139276,0.6808510638297872,0.5205799372103681
0.28690807799442897,0.6808510638297872,0.519979704028352
0.28690807799442897,0.6843971631205674,0.5198755125903554
0.28969359331476324,0.6843971631205674,0.5187936902617412
0.28969359331476324,0.6879432624113475,0.5184743742134195
0.29526462395543174,0.6879432624113475,0.5143386114625047
0.29526462395543174,0.6914893617021277,0.514029910355642
0.2994428969359331,0.6914893617021277,0.5120740329988065
0.2994428969359331,0.7056737588652482,0.5099633797735774
0.3022284122562674,0.7056737588652482,0.5094803499726812
0.3022284122562674,0.7092198581560284,0.5091466479694811
0.31058495821727017,0.7092198581560284,0.5056269927526807
0.31058495821727017,0.7127659574468085,0.5054519261682542
0.31197771587743733,0.7127659574468085,0.5048230297182248
0.31197771587743733,0.7163120567375887,0.5044692858100498
0.3147632311977716,0.7163120567375887,0.5036269494311776
0.3147632311977716,0.7198581560283688,0.5028018182337053
0.3161559888579387,0.7198581560283688,0.5022485689501432
